,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
3424,2012 BMW 3-Series,330 D Convertible,₹ 30 Lakh,Jun 2012,"20,000 km",Diesel,15.26 kmpl,Automatic,Black,Not Available,First,Registered at,"Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera & Test Drive Available, exhaust installed,",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3425,2015 Audi Q5,3.0 TDI quattro Premium Plus,₹ 20.5 Lakh,Jun 2015,"7,50,000 km",Diesel,12.37 kmpl,Automatic,Silver,Not Available,First,Registered at,"Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3426,2011 Skoda Laura,Ambiente 2.0 TDI CR MT,₹ 3.7 Lakh,Jun 2011,"80,000 km",Diesel,12.8 kmpl,Manual,White,Not Available,First,Registered at,"VIP NUMBER 
ALOY WHEEL TYRE NEW INTIRIOR NEW EXCELLENT CONDITION POWER STERING POWER WINDOWS CENTER LOCK MP3 SYSTEM, Single Owner, Original Paint, Non Accidental, Alloy Wheels, Finance Available, Rear view Camera & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3427,2015 Mahindra Bolero,SLX BS IV,₹ 5.51 Lakh,Jun 2015,"91,000 km",Diesel,15.96 kmpl,Manual,White,Not Available,First,Registered at,SINGAL OWNER ALL ORIGINAL INSURANCE NL POWER STERING POWER WINDOWS CENTER LOCK MP3 SYSTEM TYRE GOOD EXCELLENT CONDITION FINANCE FACILITY AVAILABLE CHANDIGARH,4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3428,2014 Maruti Suzuki Swift DZire,ZDI,₹ 3.55 Lakh,Jun 2014,"77,000 km",Diesel,23.4 kmpl,Manual,White,Not Available,First,Registered at,"Very Good Condition, Less Driven, Single Owner, Alloy Wheels, Finance Available & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3429,2010 Skoda Laura,Ambiente 2.0 TDI CR MT,₹ 3.65 Lakh,Jun 2010,"85,000 km",Diesel,12.8 kmpl,Manual,White,Not Available,First,Registered at,"ALL ORIGINAL 
SINGAL OWNER 
ALOY WHEEL 
TYRE NEW
INTIRIOR NEW 
INSURANCE VALID
POWER STERING POWER WINDOWS CENTER LOCK MP3 SYSTEM EXCELLENT CONDITION MECHANICAL OK",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3430,2010 Hyundai i20,Asta 1.2,₹ 2.6 Lakh,Jun 2010,"85,000 km",Petrol,12.4 kmpl,Manual,Red,Not Available,First,Registered at,"Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3431,2009 Skoda Laura,Ambiente 1.9 TDI AT,₹ 2.1 Lakh,Jun 2009,"1,05,000 km",Diesel,12.66 kmpl,Automatic,White,Not Available,First,Registered at,"Good Condition, Non Accidental, Original Paint, Alloy Wheels, Rear view Camera & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3432,2015 Maruti Suzuki Eeco,5 STR WITH A/C+HTR [2014-2019],₹ 2.89 Lakh,Jun 2015,"67,000 km",Petrol,16.2 kmpl,Manual,White,Not Available,First,Registered at,"Excellent Condition, Original Paint, Non Accidental, Less Driven, Test Drive Available & Finance Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3433,2014 Maruti Suzuki Swift DZire,VDI,₹ 3.75 Lakh,Jun 2014,"75,000 km",Diesel,23.4 kmpl,Manual,Bronze,Not Available,First,Registered at,"Very Good Condition, Alloy Wheels, Finance Available, Rear view Camera, Test Drive Available, Service History Available, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3434,2015 Hyundai i20 Active,1.4 SX,₹ 5.7 Lakh,Jun 2015,"61,000 km",Diesel,21.19 kmpl,Manual,White,Not Available,First,Registered at,"Non Accidental, Less Driven, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3435,2008 Honda City,GXi,₹ 2.95 Lakh,Jun 2008,"19,900 km",Petrol,12.8 kmpl,Manual,Gold,Not Available,First,Registered at,"Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available & Test Drive Available, 
INSURANCE FULL 50%NCB
EXCELLENT CONDITION",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3436,2005 Honda City,GXi,₹ 1.15 Lakh,Jun 2005,"78,000 km",Petrol,12.8 kmpl,Manual,Silver,Not Available,First,Registered at,"Excellent Condition, Test Drive Available, Single Owner, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3437,2013 Hyundai Verna,Fluidic 1.6 CRDi SX,₹ 3.65 Lakh,Jun 2013,"82,000 km",Diesel,FWD ,Manual,White,Not Available,First,Registered at,Single Owner & Test Drive Available,4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3438,2012 Hyundai i10,Sportz 1.2 AT Kappa2,₹ 2.8 Lakh,Jun 2012,"72,000 km",Petrol,16.95 kmpl,Automatic,White,Not Available,First,Registered at,"Very Good Condition, Single Owner, Doctor Driven, Original Paint, Non Accidental, Less Driven, Test Drive Available, Service History Available & Finance Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3439,2013 Maruti Suzuki Alto,VXi,₹ 2 Lakh,Jun 2013,"76,000 km",Petrol,20.2 kmpl,Manual,Maroon,Not Available,First,Registered at,"Good Condition, Single Owner, Original Paint, Non Accidental, Less Driven, Finance Available, Rear view Camera, Service History Available & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3440,2005 Maruti Suzuki Gypsy,King HT BS-III,₹ 2.9 Lakh,Jun 2005,"87,000 km",Petrol,11.12 kmpl,Manual,White,Not Available,First,Registered at,"Very Good Condition, Non Accidental, Original Paint, Single Owner & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3441,2010 Honda City,1.5 V MT,₹ 2.9 Lakh,Jun 2010,"79,000 km",Petrol,11.6 kmpl,Manual,White,Not Available,First,Registered at,"Good Condition, Test Drive Available, Alloy Wheels, Single Owner & Non Accidental",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3442,2010 Maruti Suzuki Swift,VDi BS-IV,₹ 1.8 Lakh,Jun 2010,"79,000 km",Diesel,14.84 kmpl,Manual,White,Not Available,First,Registered at,Good Condition & Test Drive Available,4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3443,2010 Hyundai i10,Magna (O),₹ 1.65 Lakh,Jun 2010,"77,000 km",Petrol,13.2 kmpl,Manual,White,Not Available,First,Registered at,"Excellent Condition, Single Owner, Original Paint, Non Accidental, Less Driven, Test Drive Available & Service History Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3444,2008 Honda City,EXi,₹ 1.65 Lakh,Jun 2008,"87,000 km",Petrol,12.8 kmpl,Manual,White,Not Available,First,Registered at,Very Good Condition & Single Owner,4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3445,2017 Maruti Suzuki Swift,VDi,₹ 5.11 Lakh,Jun 2017,"57,000 km",Diesel,25.2 kmpl,Manual,Red,Not Available,First,Registered at,"Non Accidental, Original Paint, Less Driven, Single Owner, Finance Available & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3446,2013 Maruti Suzuki Wagon R,LXi,₹ 2.75 Lakh,Jun 2013,"81,000 km",Petrol,15 kmpl,Manual,White,Not Available,Second,Registered at,"POWER STERING POWER WINDOWS CENTER LOCK 
MP3 SYSTEM 
TYRE NEW EXCELLENT CONDITION 
FINANCE FACILITY AVAILABLE, Non Accidental, Original Paint, Less Driven, Single Owner & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3447,2011 Skoda Superb,Elegance 2.0 TDI CR AT,₹ 4.8 Lakh,Jun 2011,"85,400 km",Diesel,17.2 kmpl,Automatic,Maroon,Not Available,First,Registered at,"Non Accidental, Original Paint, Less Driven, Single Owner, Alloy Wheels, Finance Available, Test Drive Available & Rear view Camera",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3448,2012 Volkswagen Vento,Trendline Diesel,₹ 3.31 Lakh,Jun 2012,"83,123 km",Diesel,175 / 70 R14 ,Manual,White,Not Available,First,Registered at,"WW VENTO 
MODEL 2012 DEC
SINGAL OWNER INSURANCE TP
TYRES NEW 
INTIRIOR GOOD EXCELLENT CONDITION 
POWER STERING POWER WINDOWS CENTER LOCK     MP3 SYSTEM EXCELLENT CONDITION FINANCE FACILITY AVAILABLE",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3449,2014 Hyundai Santa Fe,2 WD,₹ 10.49 Lakh,Jun 2014,"80,000 km",Diesel,14.66 kmpl,Manual,White,Not Available,First,Registered at,"Excellent Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Test Drive Available & Service History Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3450,2021 Mahindra Thar,LX 4-STR Hard Top Diesel MT,₹ 16.7 Lakh,Jun 2021,"1,300 km",Diesel,4WD / AWD ,Manual,Black,Not Available,First,Registered at,"Immaculate Condition, Single Owner, Doctor Driven, Warranty Available, VIP Number, Test Drive Available, Service History Available, Roadside Assistance Available, Rear view Camera, Finance Available & Alloy Wheels",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3451,2018 Honda WR-V,VX MT Diesel,₹ 8.05 Lakh,Jun 2018,"68,000 km",Diesel,25.5 kmpl,Manual,White,Not Available,First,Registered at,"Excellent Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera, Service History Available & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3452,2011 Skoda Laura,Ambiente 2.0 TDI CR MT,₹ 3.45 Lakh,Jun 2011,"91,000 km",Diesel,12.8 kmpl,Manual,White,Not Available,Second,Registered at,"SCODA LAURA ALL ORIGINAL 2011 ENGIAN 2.0 LITER 
POWER STERING POWER WINDOWS CENTER LOCK MP3 SYSTEM TYRE NEW INTIRIOR",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3453,2009 Hyundai i20,Magna 1.2,₹ 2.31 Lakh,Jun 2009,"75,000 km",Petrol,12.4 kmpl,Manual,White,Not Available,First,Registered at,"Non Accidental, Single Owner, Finance Available & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3454,2016 Skoda Rapid,Ambition 1.5 TDI AT,₹ 5.95 Lakh,Jun 2016,"1,01,000 km",Diesel,21.72 kmpl,Automatic,White,Not Available,First,Registered at,"AUTOMATIC SCODA RAPID DIESAL SINGAL OWNER INSURANCE FULL TYRE NEW INTIRIOR NEW 
MODEL 2016 REGD 2017
KILOMETERS 101000
ALL ORIGINAL",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3455,2005 Mahindra Scorpio,2.6 SLX,₹ 2 Lakh,Jun 2005,"1,10,000 km",Diesel,21.72 kmpl,Automatic,White,Not Available,First,Registered at,"pass Upto 2027 Very Good Condition, Non Accidental, Alloy Wheels & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3456,2014 Renault Duster,85 PS RxE Diesel,₹ 5 Lakh,Jun 2014,"71,000 km",Diesel,20.45 kmpl,Manual,White,Not Available,First,Registered at,"ALL ORIGINAL TYRE GOOD INTIRIOR GOOD EXCELLENT CONDITION, Less Driven, Non Accidental, Original Paint, Single Owner, Finance Available & Test Drive Available REGD 2015 MODEL 2014",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3457,2004 Toyota Qualis,GS G4,₹ 1.75 Lakh,Jun 2004,"2,004 km",Diesel,20.45 kmpl,Manual,White,Not Available,First,Registered at,"Pass 2026 Very Good Condition, Single Owner, Test Drive Available, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3458,2008 Toyota Innova,2.5 V 7 STR,₹ 3.25 Lakh,Jun 2008,"2,35,000 km",Diesel,11.4 kmpl,Manual,Maroon,Not Available,First,Registered at,"Single Owner, Doctor Driven, Original Paint, Non Accidental, Less Driven, Alloy Wheels, Rear view Camera & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3459,2014 Hyundai Verna,Fluidic CRDi 1.6 EX AT,₹ 5.25 Lakh,Jun 2014,"77,000 km",Diesel,FWD ,Automatic,Maroon,Not Available,First,Registered at,"Excellent Condition, Test Drive Available, Service History Available, Rear view Camera, Finance Available, Alloy Wheels, Single Owner, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3460,2008 Maruti Suzuki Swift,VXi ABS,₹ 2 Lakh,Jun 2008,"84,000 km",Petrol,Manual - 5 Gears ,Manual,White,Not Available,First,Registered at,"Very Good Condition, Single Owner, Test Drive Available, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3461,2014 Honda City,SV Diesel,₹ 5.45 Lakh,Jun 2014,"90,000 km",Diesel,FWD ,Manual,Maroon,Not Available,First,Registered at,"Non Accidental, Original Paint, Single Owner, Finance Available, Alloy Wheels, Rear view Camera & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3462,2012 Maruti Suzuki Swift,VDi,₹ 2.75 Lakh,Jun 2012,"73,000 km",Diesel,22.9 kmpl,Manual,Silver,Not Available,First,Registered at,"Excellent Condition, Single Owner, Finance Available, Rear view Camera, Test Drive Available, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3463,2014 Hyundai i20,Asta 1.4 CRDI with AVN 6 Speed,₹ 3.65 Lakh,Jun 2014,"85,000 km",Diesel,Manual - 6 Gears ,Manual,White,Not Available,First,Registered at,"Excellent Condition, Rear view Camera, Finance Available, Alloy Wheels, Single Owner, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3464,2017 Mahindra Thar,CRDe 4x4 Non AC,₹ 8.25 Lakh,Jun 2017,"55,000 km",Diesel,4WD / AWD ,Manual,Green,Not Available,Second,Registered at,"MOHINDRA THAR  AC
MODEL 2017
POWER STERING POWER WINDOWS CENTER LOCK 
TOCH SYSTEM AMPLIFIRE BUFFER ALOY WHEEL TYRE NEW INTIRIOR NEW INSURANCE FULL HARD TOP",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3465,2013 BMW 5-Series,520d Luxury Line,₹ 13.1 Lakh,Jun 2013,"60,000 km",Diesel,18.12 kmpl,Automatic,Brown,Not Available,First,Registered at,"Single Owner, Alloy Wheels, Rear view Camera, Less Driven, Original Paint, Finance Available & Immaculate Condition 2012 Registered 2013",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3466,2009 Tata Safari,4x2 LX,₹ 2.5 Lakh,Jun 2009,"89,000 km",Diesel,18.12 kmpl,Automatic,Brown,Not Available,First,Registered at,"Very Good Condition, Single Owner, Alloy Wheels, Rear view Camera, Test Drive Available, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3467,2013 Ford Endeavour,2.5L 4x2,₹ 6.25 Lakh,Jun 2013,"92,000 km",Diesel,13.1 kmpl,Manual,White,Not Available,First,Registered at,"Excellent Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3468,2016 Force Motors Gurkha,Hard Top 4X4,₹ 6.5 Lakh,Jun 2016,"48,000 km",Diesel,4WD / AWD ,Manual,Grey,Not Available,First,Registered at,"Very Good Condition, Less Driven, Non Accidental, Original Paint, Single Owner, Finance Available & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3469,2017 Toyota Fortuner,2.8 4x2 AT [2016-2020],₹ 29.5 Lakh,Jun 2017,"1,24,500 km",Diesel,12.9 kmpl,Automatic,White,Not Available,Second,Registered at,"Alloy Wheels, Rear view Camera, Service History Available, Excellent Condition, Original Paint & Finance Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3470,2011 Tata Sumo,GX BS III,₹ 2.35 Lakh,Jun 2011,"98,000 km",Diesel,14.7 kmpl,Manual,Silver,Not Available,First,Registered at,"Very Good Condition, Single Owner, Original Paint, Non Accidental, Less Driven & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3471,2012 Skoda Rapid,Active 1.6 TDI CR MT,₹ 2.05 Lakh,Jun 2012,"67,000 km",Diesel,20.5 kmpl,Manual,White,Not Available,First,Registered at,"Excellent Condition, HR Number, Test Drive Available, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3472,2007 Hyundai Santro,XG,₹ 1.08 Lakh,Jun 2007,"78,000 km",Petrol,155 / 70 R13 ,Manual,White,Not Available,First,Registered at,"Very Good Condition, Test Drive Available, Alloy Wheels, Single Owner, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3473,2009 Toyota Innova,2.5 V 7 STR,₹ 2.9 Lakh,Jun 2009,"2,10,000 km",Diesel,11.4 kmpl,Manual,Silver,Not Available,First,Registered at,"Good Condition, Non Accidental, Original Paint & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3474,2013 Audi Q7,3.0 TDI quattro Premium,₹ 21.5 Lakh,Jun 2013,"1,00,000 km",Diesel,12.07 kmpl,Automatic,White,Not Available,Second,Registered at,"Excellent Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3475,2009 Honda City,1.5 S MT,₹ 1.98 Lakh,Jun 2009,"76,000 km",Petrol,11.6 kmpl,Manual,Gold,Not Available,First,Registered at,Very Good Condition & Non Accidental,4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3476,2008 Honda City,GXi,₹ 1.85 Lakh,Jun 2008,"89,000 km",Petrol,12.8 kmpl,Manual,White,Not Available,First,Registered at,Excellent Condition & Single Owner,4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3477,2015 Audi Q7,35 TDI Premium Plus + Sunroof,₹ 30.5 Lakh,Jun 2015,"82,000 km",Diesel,12.07 kmpl,Automatic,Blue,Not Available,Second,Registered at,"Excellent Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3478,2007 BMW 7-Series,730Ld,₹ 7 Lakh,Jun 2007,"1,04,000 km",Diesel,11.1 kmpl,Automatic,Silver,Not Available,First,Registered at,"Excellent Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Test Drive Available, Service History Available & VIP Number",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3479,2010 Hyundai i20,Magna 1.2,₹ 1.85 Lakh,Jun 2010,"67,000 km",Petrol,12.4 kmpl,Manual,White,Not Available,First,Registered at,"Excellent Condition, Test Drive Available, Service History Available, Rear view Camera, Single Owner, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3480,2016 Land Rover Discovery Sport,HSE,₹ 30.5 Lakh,Jun 2016,"90,000 km",Diesel,"Automatic - 9 Gears, Sport Mode ",Automatic,White,Not Available,First,Registered at,"Excellent Condition, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3481,2010 Honda City,1.5 V MT Exclusive,₹ 3 Lakh,Jun 2010,"68,000 km",Petrol,11.6 kmpl,Manual,White,Not Available,First,Registered at,"Excellent Condition, Finance Available, Rear view Camera, Service History Available, Single Owner, Original Paint, Non Accidental, Less Driven & VIP Number",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3482,2014 Skoda Superb,Ambition 2.0 TDI CR AT,₹ 10.5 Lakh,Jun 2014,"66,000 km",Diesel,17.2 kmpl,Automatic,Maroon,Not Available,First,Registered at,"Less Driven, Non Accidental, Original Paint, Single Owner, Alloy Wheels, Finance Available, Rear view Camera & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3483,2012 Audi Q3,2.0 TDI quattro Premium Plus,₹ 10.5 Lakh,Jun 2012,"99,000 km",Diesel,15.77 kmpl,Automatic,White,Not Available,First,Registered at,"Very Good Condition, Single Owner, Original Paint, Non Accidental, Less Driven, Certified Car & Test Drive Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3484,2009 Maruti Suzuki Alto,LXi BS-IV,₹ 1.18 Lakh,Jun 2009,"75,000 km",Petrol,19.7 kmpl,Manual,Silver,Not Available,First,Registered at,"Good Condition, Test Drive Available, Service History Available, Alloy Wheels, Original Paint & Non Accidental",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3485,2012 Mahindra Bolero,DI BS III,₹ 3.2 Lakh,Jun 2012,"98,000 km",Diesel,15.96 kmpl,Manual,White,Not Available,First,Registered at,"Excellent Condition, Test Drive Available, Roadside Assistance Available, Single Owner, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3486,2014 Hyundai Eon,Magna [2011-2012],₹ 2.15 Lakh,Jun 2014,"65,000 km",Petrol,Dimensions & Weight,Manual,Orange,Not Available,First,Registered at,"Very Good Condition, Test Drive Available, Service History Available, Finance Available, Single Owner, Original Paint, Non Accidental & Less Driven",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3487,2016 Hyundai Verna,1.6 CRDI SX,₹ 5.85 Lakh,Jun 2016,"1,25,000 km",Diesel,FWD ,Manual,White,Not Available,First,Registered at,"Excellent Condition, 2016 sx 1st Ownership Model, Certified Car, Less Driven, Non Accidental, Original Paint, Doctor Driven, Single Owner, Finance Available, Service History Available, Test Drive Available & Warranty Available",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3488,2013 Hyundai i10,1.1L iRDE ERA Special Edition,₹ 3.25 Lakh,Jun 2013,"61,666 km",Petrol,19.81 kmpl,Manual,Grey,Not Available,First,Registered at,"Excellent Condition, Certified Car With Warranty Optional, Center Locking, Power Steering, Power Windows, Manual Adjustable Mirrors.....",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3489,2016 Toyota Innova,2.5 VX BS IV 7 STR,₹ 15.6 Lakh,Jan 2016,"1,06,487 km",Diesel,RWD ,Manual,Grey,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3490,2018 Audi Q3,30 TDI Premium FWD,₹ 34 Lakh,Sep 2018,"46,000 km",Diesel,18.51 kmpl,Automatic,Silver,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3491,2014 Maruti Suzuki Swift,VXi,₹ 4.45 Lakh,Jun 2014,"54,000 km",Petrol,18.6 kmpl,Manual,Silver,Not Available,First,Registered at,immaculate Condition,4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3492,2012 Ford Figo,Duratorq Diesel Titanium 1.4,₹ 2.75 Lakh,Jun 2012,"98,752 km",Diesel,14.7 kmpl,Manual,White,Not Available,First,Registered at,"Good Condition, Inbuilt music system, Front Power Windows, Power Steering, Dual Air Bag, Alloy Wheels, ABS, Fog Lamps, Center Locking, Remote Locking.....",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3493,2014 Audi Q3,35 TDI Premium,₹ 17 Lakh,Jun 2014,"1,00,000 km",Diesel,15.77 kmpl,Automatic,White,Not Available,Second,Registered at,good condition,4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3494,2018 Skoda Rapid,Style 1.6 MPI AT,₹ 9.5 Lakh,May 2018,"50,000 km",Petrol,14.84 kmpl,Automatic,Red,Not Available,First,Registered at,"VJ CARS is an ISO 9001 : 2015 Certified Pre-Owned Cars Retail Showroom with a sprawling display of around 25000 sq. ft in the heart of Chennai City at Saidapet. 
We have built a reputation for offering luxury and mid-segment premium cars at a fair price with more than 70 to 100Certified and Pre-Quality Checked Cars on display.
We have lined up an exceptional quality of our carefully curated and certified pre-owned cars ensuring all our Cars are Non-Accidental, Non-Flooded, RTO checked with careful screening of all original documents etc.
Periodical Service and Insurance History is evidently verified before procuring all our Cars as we strive to give our clients impeccably well-maintained cars.
We are pioneering to follow a Fixed Price Policy to relieve our clients from the hassle and stress of negotiating and in this process also assuring our clients fair pricing for all your purchases to set a new trend in this traditionally tricky market and create a benchmark for the new generation of buyers.
We pride ourselves on offering our clientele a Transparent, Responsive, Competent and an Effortless Ownership Experience with clear Pre& Post Sale Documentation with Secured Bank Funding options at the lowest interest rates.
Get in touch with us on 95007 95017 / 95008 95018 to Feel and Drive the Difference. Flagship Showroom at # 62, Jeenis Road, Saidapet Chennai - 15 (Opp. Saidapet Post Office).

WARRANTY VALID ONE YEAR NOV 2018 REG. 
",4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
3495,2014 Hyundai i20,Sportz 1.2 BS-IV,₹ 5.45 Lakh,Jun 2014,"30,000 km",Petrol,185 / 65 R14 ,Manual,Grey,Not Available,First,Registered at,Get Seller Details,4.6/5,4.5/5,5/5,5/5,3.6/5,4.5/5,5/5,4.7/5,3/5
